"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"rk[1,5,6]",0.0568862275449102,0.231740763027766,0,0,0,0,1,1.16102972585575,50
"rk[1,5,7]",0,0,0,0,0,0,0,1,1
"rk[1,6,1]",0.00698602794411178,0.083331588552844,0,0,0,0,0,1.30096517420626,140
"rk[1,6,2]",0.00798403193612774,0.0890404376952742,0,0,0,0,0,1.30271588239758,130
"rk[1,6,3]",0.0129740518962076,0.113218897744779,0,0,0,0,0,1.14697107495331,210
"rk[1,6,4]",0.062874251497006,0.242857864219949,0,0,0,0,1,1.27500233608077,26
"rk[1,6,5]",0.186626746506986,0.389806169209314,0,0,0,0,1,1.15520555846152,23
"rk[1,6,6]",0.703592814371258,0.456900763361917,0,0,1,1,1,1.23360803141817,13
"rk[1,6,7]",0.0199600798403194,0.139932902442591,0,0,0,0,0,1.26088593770286,68
"rk[1,7,1]",0,0,0,0,0,0,0,1,1
"rk[1,7,2]",0,0,0,0,0,0,0,1,1
"rk[1,7,3]",0,0,0,0,0,0,0,1,1
"rk[1,7,4]",0,0,0,0,0,0,0,1,1
"rk[1,7,5]",0,0,0,0,0,0,0,1,1
"rk[1,7,6]",0.0199600798403194,0.139932902442591,0,0,0,0,0,1.26088593770286,68
"rk[1,7,7]",0.980039920159681,0.139932902442591,1,1,1,1,1,1.26088593770286,68
"rk[2,1,1]",0.348303393213573,0.47667064191913,0,0,0,1,1,1.00973317130127,200
"rk[2,1,2]",0.555888223552894,0.4971148120351,0,0,1,1,1,0.999894134965372,1000
"rk[2,1,3]",0.093812375249501,0.291713112811818,0,0,0,0,1,1.05242914075523,110
"rk[2,1,4]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.29240053145899,500
"rk[2,1,5]",0,0,0,0,0,0,0,1,1
"rk[2,1,6]",0,0,0,0,0,0,0,1,1
"rk[2,1,7]",0,0,0,0,0,0,0,1,1
"rk[2,2,1]",0.352295409181637,0.477923957601659,0,0,0,1,1,1.28504833745887,11
"rk[2,2,2]",0.107784431137725,0.310262821521862,0,0,0,0,1,1.1246661400868,40
"rk[2,2,3]",0.142714570858283,0.349956207289205,0,0,0,0,1,1.00052646672699,1000
"rk[2,2,4]",0.152694610778443,0.359872500108808,0,0,0,0,1,1.16509319504167,25
"rk[2,2,5]",0.124750499001996,0.330600802682051,0,0,0,0,1,1.18165826643107,25
"rk[2,2,6]",0.119760479041916,0.324843376561189,0,0,0,0,1,1.1656402438274,28
"rk[2,2,7]",0,0,0,0,0,0,0,1,1
"rk[2,3,1]",0.00898203592814371,0.0943941281289333,0,0,0,0,0,1.13584738098357,330
"rk[2,3,2]",0.0608782435129741,0.239226248450626,0,0,0,0,1,1.00410567980344,1000
"rk[2,3,3]",0.36626746506986,0.482024369535955,0,0,0,1,1,1.07997414070342,31
"rk[2,3,4]",0.285429141716567,0.451844112904766,0,0,0,1,1,1.02660059371928,91
"rk[2,3,5]",0.228542914171657,0.420103779403639,0,0,0,0,1,1.15768634052536,21
"rk[2,3,6]",0.0499001996007984,0.217847498235515,0,0,0,0,1,1.22947244214736,38
"rk[2,3,7]",0,0,0,0,0,0,0,1,1
"rk[2,4,1]",0.273453093812375,0.445954008074926,0,0,0,1,1,1.14452234026929,21
"rk[2,4,2]",0.169660678642715,0.375521860832064,0,0,0,0,1,1.01529157700049,210
"rk[2,4,3]",0.169660678642715,0.375521860832064,0,0,0,0,1,1.0007921452515,1000
"rk[2,4,4]",0.189620758483034,0.392196682355388,0,0,0,0,1,1.09308069869017,36
"rk[2,4,5]",0.150698602794411,0.357933505812826,0,0,0,0,1,1.20166893349617,21
"rk[2,4,6]",0.0469061876247505,0.211543514490787,0,0,0,0,1,1.0442774144004,230
"rk[2,4,7]",0,0,0,0,0,0,0,1,1
"rk[2,5,1]",0.0129740518962076,0.113218897744779,0,0,0,0,0,1.21680804133503,130
"rk[2,5,2]",0.0968063872255489,0.295841609955295,0,0,0,0,1,1.08568495238103,65
"rk[2,5,3]",0.210578842315369,0.407923354085848,0,0,0,0,1,1.0999918836414,33
"rk[2,5,4]",0.306387225548902,0.461222717741793,0,0,0,1,1,1.03269017709046,73
